Pays,Serie,Valeurs 2017
Kazakhstan,"Taux de mortalité, brut (pour 1 000 personnes)",7.15
Kenya,Chômage (% de la population active) (estimation nationale),
Kenya,Croissance de la population (% annuel),2.356477449
Kenya,Densité de la population (personnes par kilomètre carré de superficie des terres),88.24040834
Kenya,"Population active, total",22401775
Kenya,"Population, total",50221146
Kenya,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",72.76
Kenya,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Kenya,"Taux de mortalité, brut (pour 1 000 personnes)",5.582
Kiribati,Chômage (% de la population active) (estimation nationale),
Kiribati,Croissance de la population (% annuel),1.432868764
Kiribati,Densité de la population (personnes par kilomètre carré de superficie des terres),140.9296296
Kiribati,"Population active, total",
Kiribati,"Population, total",114153
Kiribati,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Kiribati,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Kiribati,"Taux de mortalité, brut (pour 1 000 personnes)",6.396
Kosovo,Chômage (% de la population active) (estimation nationale),30.34
Kosovo,Croissance de la population (% annuel),0.753584843
Kosovo,Densité de la population (personnes par kilomètre carré de superficie des terres),164.5084045
Kosovo,"Population active, total",
Kosovo,"Population, total",1791003
Kosovo,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Kosovo,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),37.23
Kosovo,"Taux de mortalité, brut (pour 1 000 personnes)",6.9
Koweït,Chômage (% de la population active) (estimation nationale),
Koweït,Croissance de la population (% annuel),2.477112701
Koweït,Densité de la population (personnes par kilomètre carré de superficie des terres),227.6151515
Koweït,"Population active, total",2336844
Koweït,"Population, total",4056102
Koweït,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",71.68
Koweït,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Koweït,"Taux de mortalité, brut (pour 1 000 personnes)",2.601
Lesotho,Chômage (% de la population active) (estimation nationale),
Lesotho,Croissance de la population (% annuel),0.791589928
Lesotho,Densité de la population (personnes par kilomètre carré de superficie des terres),68.89104084
Lesotho,"Population active, total",950644
Lesotho,"Population, total",2091532
Lesotho,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",51.45
Lesotho,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Lesotho,"Taux de mortalité, brut (pour 1 000 personnes)",14.656
Lettonie,Chômage (% de la population active) (estimation nationale),8.72
Lettonie,Croissance de la population (% annuel),-0.886215573
Lettonie,Densité de la population (personnes par kilomètre carré de superficie des terres),31.27109966
Lettonie,"Population active, total",1003671
Lettonie,"Population, total",1942248
Lettonie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",55.88
Lettonie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),60.83
Lettonie,"Taux de mortalité, brut (pour 1 000 personnes)",14.8
Liban,Chômage (% de la population active) (estimation nationale),
Liban,Croissance de la population (% annuel),1.553078162
Liban,Densité de la population (personnes par kilomètre carré de superficie des terres),666.6053763
Liban,"Population active, total",2348425
Liban,"Population, total",6819373
Liban,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",44.01
Liban,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Liban,"Taux de mortalité, brut (pour 1 000 personnes)",4.263
Libéria,Chômage (% de la population active) (estimation nationale),
Libéria,Croissance de la population (% annuel),2.485559131
Libéria,Densité de la population (personnes par kilomètre carré de superficie des terres),48.81877076
Libéria,"Population active, total",2106229
Libéria,"Population, total",4702224
Libéria,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",74.25
Libéria,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Libéria,"Taux de mortalité, brut (pour 1 000 personnes)",7.729
Libye,Chômage (% de la population active) (estimation nationale),
Libye,Croissance de la population (% annuel),1.354932265
Libye,Densité de la population (personnes par kilomètre carré de superficie des terres),3.740024666
Libye,"Population active, total",2337204
Libye,"Population, total",6580723
Libye,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",40.45
Libye,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Libye,"Taux de mortalité, brut (pour 1 000 personnes)",5.099
Liechtenstein,Chômage (% de la population active) (estimation nationale),
Liechtenstein,Croissance de la population (% annuel),0.397562146
Liechtenstein,Densité de la population (personnes par kilomètre carré de superficie des terres),236.28125
Liechtenstein,"Population active, total",
Liechtenstein,"Population, total",37805
Liechtenstein,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Liechtenstein,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),60.4
Liechtenstein,"Taux de mortalité, brut (pour 1 000 personnes)",6.6
Lituanie,Chômage (% de la population active) (estimation nationale),7.07
Lituanie,Croissance de la population (% annuel),-1.398322201
Lituanie,Densité de la population (personnes par kilomètre carré de superficie des terres),45.15258377
Lituanie,"Population active, total",1469058
Lituanie,"Population, total",2828403
Lituanie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",56.6
Lituanie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),60.6
Lituanie,"Taux de mortalité, brut (pour 1 000 personnes)",14.2
Luxembourg,Chômage (% de la population active) (estimation nationale),5.52
Luxembourg,Croissance de la population (% annuel),2.430976418
Luxembourg,Densité de la population (personnes par kilomètre carré de superficie des terres),245.4057613
Luxembourg,"Population active, total",293663
Luxembourg,"Population, total",596336
Luxembourg,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",55.43
Luxembourg,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),59.31
Luxembourg,"Taux de mortalité, brut (pour 1 000 personnes)",7.1
Macédoine du Nord,Chômage (% de la population active) (estimation nationale),22.38
Macédoine du Nord,Croissance de la population (% annuel),0.097034195
Macédoine du Nord,Densité de la population (personnes par kilomètre carré de superficie des terres),82.25622522
Macédoine du Nord,"Population active, total",953642
Macédoine du Nord,"Population, total",2074502
Macédoine du Nord,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",42.82
Macédoine du Nord,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),55.13
Macédoine du Nord,"Taux de mortalité, brut (pour 1 000 personnes)",9.965
Madagascar,Chômage (% de la population active) (estimation nationale),
Madagascar,Croissance de la population (% annuel),2.679809997
Madagascar,Densité de la population (personnes par kilomètre carré de superficie des terres),43.95068924
Madagascar,"Population active, total",13009244
Madagascar,"Population, total",25570511
Madagascar,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",84.71
Madagascar,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Madagascar,"Taux de mortalité, brut (pour 1 000 personnes)",6.185
Malaisie,Chômage (% de la population active) (estimation nationale),3.41
Malaisie,Croissance de la population (% annuel),1.359489171
Malaisie,Densité de la population (personnes par kilomètre carré de superficie des terres),94.6725156
Malaisie,"Population active, total",15154996
Malaisie,"Population, total",31104655
Malaisie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",62.2
Malaisie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),67.95
Malaisie,"Taux de mortalité, brut (pour 1 000 personnes)",5.014
Malawi,Chômage (% de la population active) (estimation nationale),4.980000019
Malawi,Croissance de la population (% annuel),2.666446457
Malawi,Densité de la population (personnes par kilomètre carré de superficie des terres),187.4224968
Malawi,"Population active, total",7562261
Malawi,"Population, total",17670193
Malawi,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",72.45
Malawi,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),48.02999878
Malawi,"Taux de mortalité, brut (pour 1 000 personnes)",6.811
Maldives,Chômage (% de la population active) (estimation nationale),
Maldives,Croissance de la population (% annuel),4.300062714
Maldives,Densité de la population (personnes par kilomètre carré de superficie des terres),1654.66
Maldives,"Population active, total",270802
Maldives,"Population, total",496398
Maldives,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",64.41
Maldives,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Maldives,"Taux de mortalité, brut (pour 1 000 personnes)",2.883
Mali,Chômage (% de la population active) (estimation nationale),7.41
Mali,Croissance de la population (% annuel),2.999198671
Mali,Densité de la population (personnes par kilomètre carré de superficie des terres),15.17175932
Mali,"Population active, total",6729926
Mali,"Population, total",18512429
Mali,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",64.38
Mali,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),69.16
Mali,"Taux de mortalité, brut (pour 1 000 personnes)",9.984
Malte,Chômage (% de la population active) (estimation nationale),4
Malte,Croissance de la population (% annuel),2.738662856
Malte,Densité de la population (personnes par kilomètre carré de superficie des terres),1462.496875
Malte,"Population active, total",223541
Malte,"Population, total",467999
Malte,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",53.47
Malte,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),57.9
Malte,"Taux de mortalité, brut (pour 1 000 personnes)",7.6
Mariannes,Chômage (% de la population active) (estimation nationale),
Mariannes,Croissance de la population (% annuel),0.649283814
Mariannes,Densité de la population (personnes par kilomètre carré de superficie des terres),122.9413043
Mariannes,"Population active, total",
Mariannes,"Population, total",56553
Mariannes,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Mariannes,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Mariannes,"Taux de mortalité, brut (pour 1 000 personnes)",
Maroc,Chômage (% de la population active) (estimation nationale),
Maroc,Croissance de la population (% annuel),1.286961299
Maroc,Densité de la population (personnes par kilomètre carré de superficie des terres),79.72497647
Maroc,"Population active, total",11742460
Maroc,"Population, total",35581257
Maroc,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",41.31
Maroc,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),45.5
Maroc,"Taux de mortalité, brut (pour 1 000 personnes)",5.072
Maurice,Chômage (% de la population active) (estimation nationale),6.75
Maurice,Croissance de la population (% annuel),0.090186811
Maurice,Densité de la population (personnes par kilomètre carré de superficie des terres),622.962069
Maurice,"Population active, total",608121
Maurice,"Population, total",1264613
Maurice,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",54.92
Maurice,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),59.41
Maurice,"Taux de mortalité, brut (pour 1 000 personnes)",8
Mauritanie,Chômage (% de la population active) (estimation nationale),10.34
Mauritanie,Croissance de la population (% annuel),2.819234622
Mauritanie,Densité de la population (personnes par kilomètre carré de superficie des terres),4.1550228
Mauritanie,"Population active, total",1157889
Mauritanie,"Population, total",4282582
Mauritanie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",40.58
Mauritanie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),41.1
Mauritanie,"Taux de mortalité, brut (pour 1 000 personnes)",7.339
Mexique,Chômage (% de la population active) (estimation nationale),3.42
Mexique,Croissance de la population (% annuel),1.16396695
Mexique,Densité de la population (personnes par kilomètre carré de superficie des terres),64.1875182
Mexique,"Population active, total",55135552
Mexique,"Population, total",124777326
Mexique,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",58.41
Mexique,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),59.34
Mexique,"Taux de mortalité, brut (pour 1 000 personnes)",5.933
"Micronésie, États fédérés de",Chômage (% de la population active) (estimation nationale),
"Micronésie, États fédérés de",Croissance de la population (% annuel),1.124175032
"Micronésie, États fédérés de",Densité de la population (personnes par kilomètre carré de superficie des terres),159.23
"Micronésie, États fédérés de","Population active, total",
"Micronésie, États fédérés de","Population, total",111461
"Micronésie, États fédérés de","Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
"Micronésie, États fédérés de",Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
"Micronésie, États fédérés de","Taux de mortalité, brut (pour 1 000 personnes)",6.534
Moldova,Chômage (% de la population active) (estimation nationale),4.1
Moldova,Croissance de la population (% annuel),-1.691932579
Moldova,Densité de la population (personnes par kilomètre carré de superficie des terres),95.90830926
Moldova,"Population active, total",982034
Moldova,"Population, total",2755158
Moldova,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",40.61
Moldova,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),42.2
Moldova,"Taux de mortalité, brut (pour 1 000 personnes)",11.528
Monaco,Chômage (% de la population active) (estimation nationale),
Monaco,Croissance de la population (% annuel),0.842253416
Monaco,Densité de la population (personnes par kilomètre carré de superficie des terres),18940.30587
Monaco,"Population active, total",
Monaco,"Population, total",38392
Monaco,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Monaco,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Monaco,"Taux de mortalité, brut (pour 1 000 personnes)",
Mongolie,Chômage (% de la population active) (estimation nationale),6.36
Mongolie,Croissance de la population (% annuel),1.861598041
Mongolie,Densité de la population (personnes par kilomètre carré de superficie des terres),1.99953585
Mongolie,"Population active, total",1306766
Mongolie,"Population, total",3113788
Mongolie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",56.1
Mongolie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),59.56
Mongolie,"Taux de mortalité, brut (pour 1 000 personnes)",6.299
Monténégro,Chômage (% de la population active) (estimation nationale),16.07999992
Monténégro,Croissance de la population (% annuel),0.011247907
Monténégro,Densité de la population (personnes par kilomètre carré de superficie des terres),46.2730855
Monténégro,"Population active, total",271388
Monténégro,"Population, total",622373
Monténégro,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",44.76
Monténégro,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),54.66999817
Monténégro,"Taux de mortalité, brut (pour 1 000 personnes)",10.592
Mozambique,Chômage (% de la population active) (estimation nationale),
Mozambique,Croissance de la population (% annuel),2.900672261
Mozambique,Densité de la population (personnes par kilomètre carré de superficie des terres),36.43150512
Mozambique,"Population active, total",12372018
Mozambique,"Population, total",28649007
Mozambique,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",75.86
Mozambique,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Mozambique,"Taux de mortalité, brut (pour 1 000 personnes)",8.964
Myanmar,Chômage (% de la population active) (estimation nationale),1.56
Myanmar,Croissance de la population (% annuel),0.633900885
Myanmar,Densité de la population (personnes par kilomètre carré de superficie des terres),81.77594785
Myanmar,"Population active, total",24285867
Myanmar,"Population, total",53382521
Myanmar,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",61.22
Myanmar,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),61.24
Myanmar,"Taux de mortalité, brut (pour 1 000 personnes)",8.206
Namibie,Chômage (% de la population active) (estimation nationale),
Namibie,Croissance de la population (% annuel),1.87285954
Namibie,Densité de la population (personnes par kilomètre carré de superficie des terres),2.918319183
Namibie,"Population active, total",904577
Namibie,"Population, total",2402623
Namibie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",46.78
Namibie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Namibie,"Taux de mortalité, brut (pour 1 000 personnes)",8.23
Nauru,Chômage (% de la population active) (estimation nationale),
Nauru,Croissance de la population (% annuel),0.978583649
Nauru,Densité de la population (personnes par kilomètre carré de superficie des terres),528.85
Nauru,"Population active, total",
Nauru,"Population, total",10577
Nauru,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Nauru,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Nauru,"Taux de mortalité, brut (pour 1 000 personnes)",
Népal,Chômage (% de la population active) (estimation nationale),11.36
Népal,Croissance de la population (% annuel),1.345295889
Népal,Densité de la population (personnes par kilomètre carré de superficie des terres),192.7637391
Népal,"Population active, total",15596270
Népal,"Population, total",27632682
Népal,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",79.76
Népal,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),38.54
Népal,"Taux de mortalité, brut (pour 1 000 personnes)",6.404
Nicaragua,Chômage (% de la population active) (estimation nationale),3.3
Nicaragua,Croissance de la population (% annuel),1.274730664
Nicaragua,Densité de la population (personnes par kilomètre carré de superficie des terres),53.05669769
Nicaragua,"Population active, total",2953738
Nicaragua,"Population, total",6384843
Nicaragua,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",64.41
Nicaragua,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Nicaragua,"Taux de mortalité, brut (pour 1 000 personnes)",5.049
Niger,Chômage (% de la population active) (estimation nationale),7.77
Niger,Croissance de la population (% annuel),3.839001312
Niger,Densité de la population (personnes par kilomètre carré de superficie des terres),17.05406805
Niger,"Population active, total",7799069
Niger,"Population, total",21602388
Niger,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",71.99
Niger,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),26.49
Niger,"Taux de mortalité, brut (pour 1 000 personnes)",8.529
Nigéria,Chômage (% de la population active) (estimation nationale),8.39
Nigéria,Croissance de la population (% annuel),2.607667054
Nigéria,Densité de la population (personnes par kilomètre carré de superficie des terres),209.5734895
Nigéria,"Population active, total",57856159
Nigéria,"Population, total",190873247
Nigéria,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",49.6
Nigéria,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),76.34
Nigéria,"Taux de mortalité, brut (pour 1 000 personnes)",12.114
Norvège,Chômage (% de la population active) (estimation nationale),4.16
Norvège,Croissance de la population (% annuel),0.807673182
Norvège,Densité de la population (personnes par kilomètre carré de superficie des terres),14.45257784
Norvège,"Population active, total",2763116
Norvège,"Population, total",5276968
Norvège,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",60.95
Norvège,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),63.73
Norvège,"Taux de mortalité, brut (pour 1 000 personnes)",7.7
Nouvelle-Calédonie,Chômage (% de la population active) (estimation nationale),
Nouvelle-Calédonie,Croissance de la population (% annuel),0.241030987
Nouvelle-Calédonie,Densité de la population (personnes par kilomètre carré de superficie des terres),14.7702407
Nouvelle-Calédonie,"Population active, total",131875
Nouvelle-Calédonie,"Population, total",270000
Nouvelle-Calédonie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",53.88
Nouvelle-Calédonie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Nouvelle-Calédonie,"Taux de mortalité, brut (pour 1 000 personnes)",5.5
Nouvelle-Zélande,Chômage (% de la population active) (estimation nationale),4.739999771
Nouvelle-Zélande,Croissance de la population (% annuel),2.088722723
Nouvelle-Zélande,Densité de la population (personnes par kilomètre carré de superficie des terres),18.28111352
Nouvelle-Zélande,"Population active, total",2708657
Nouvelle-Zélande,"Population, total",4813600
Nouvelle-Zélande,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",66.8
Nouvelle-Zélande,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),70.91
Nouvelle-Zélande,"Taux de mortalité, brut (pour 1 000 personnes)",6.92
Oman,Chômage (% de la population active) (estimation nationale),
Oman,Croissance de la population (% annuel),4.08380597
Oman,Densité de la population (personnes par kilomètre carré de superficie des terres),15.07568982
Oman,"Population active, total",2567370
Oman,"Population, total",4665926
Oman,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",68.82
Oman,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Oman,"Taux de mortalité, brut (pour 1 000 personnes)",2.462
Ouganda,Chômage (% de la population active) (estimation nationale),10.09
Ouganda,Croissance de la population (% annuel),3.755686611
Ouganda,Densité de la population (personnes par kilomètre carré de superficie des terres),205.2991622
Ouganda,"Population active, total",15286873
Ouganda,"Population, total",41166588
Ouganda,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",69.22
Ouganda,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),48.53
Ouganda,"Taux de mortalité, brut (pour 1 000 personnes)",6.769
Ouzbékistan,Chômage (% de la population active) (estimation nationale),5.8
Ouzbékistan,Croissance de la population (% annuel),1.683506325
Ouzbékistan,Densité de la population (personnes par kilomètre carré de superficie des terres),73.51238234
Ouzbékistan,"Population active, total",14370393
Ouzbékistan,"Population, total",32388600
Ouzbékistan,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",58.47
Ouzbékistan,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),73.5
Ouzbékistan,"Taux de mortalité, brut (pour 1 000 personnes)",5
Pakistan,Chômage (% de la population active) (estimation nationale),
Pakistan,Croissance de la population (% annuel),2.077578387
Pakistan,Densité de la population (personnes par kilomètre carré de superficie des terres),269.6998366
Pakistan,"Population active, total",70599963
Pakistan,"Population, total",207906210
Pakistan,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",50.56
Pakistan,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Pakistan,"Taux de mortalité, brut (pour 1 000 personnes)",6.994
Palaos,Chômage (% de la population active) (estimation nationale),
Palaos,Croissance de la population (% annuel),0.51228755
Palaos,Densité de la population (personnes par kilomètre carré de superficie des terres),38.71521739
Palaos,"Population active, total",
Palaos,"Population, total",17809
Palaos,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",
Palaos,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Palaos,"Taux de mortalité, brut (pour 1 000 personnes)",10.3
Panama,Chômage (% de la population active) (estimation nationale),3.9
Panama,Croissance de la population (% annuel),1.711544601
Panama,Densité de la population (personnes par kilomètre carré de superficie des terres),55.40696168
Panama,"Population active, total",1937211
Panama,"Population, total",4106764
Panama,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",62.39
Panama,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),62.5
Panama,"Taux de mortalité, brut (pour 1 000 personnes)",5.048
Papouasie-Nouvelle-Guinée,Chômage (% de la population active) (estimation nationale),
Papouasie-Nouvelle-Guinée,Croissance de la population (% annuel),1.990178796
Papouasie-Nouvelle-Guinée,Densité de la population (personnes par kilomètre carré de superficie des terres),18.63277393
Papouasie-Nouvelle-Guinée,"Population active, total",2534828
Papouasie-Nouvelle-Guinée,"Population, total",8438038
Papouasie-Nouvelle-Guinée,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",45.88
Papouasie-Nouvelle-Guinée,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Papouasie-Nouvelle-Guinée,"Taux de mortalité, brut (pour 1 000 personnes)",7.521
Paraguay,Chômage (% de la population active) (estimation nationale),4.61
Paraguay,Croissance de la population (% annuel),1.307170218
Paraguay,Densité de la population (personnes par kilomètre carré de superficie des terres),17.28431412
Paraguay,"Population active, total",3406585
Paraguay,"Population, total",6867058
Paraguay,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",67.31
Paraguay,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),70.2
Paraguay,"Taux de mortalité, brut (pour 1 000 personnes)",5.465
Pays-Bas,Chômage (% de la population active) (estimation nationale),4.84
Pays-Bas,Croissance de la population (% annuel),0.591203366
Pays-Bas,Densité de la population (personnes par kilomètre carré de superficie des terres),508.8
Pays-Bas,"Population active, total",9110882
Pays-Bas,"Population, total",17131296
Pays-Bas,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",60.51
Pays-Bas,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),64.01
Pays-Bas,"Taux de mortalité, brut (pour 1 000 personnes)",8.8
Pérou,Chômage (% de la population active) (estimation nationale),3.69
Pérou,Croissance de la population (% annuel),1.661927673
Pérou,Densité de la population (personnes par kilomètre carré de superficie des terres),24.56585859
Pérou,"Population active, total",17847718
Pérou,"Population, total",31444299
Pérou,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",74.5
Pérou,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),77
Pérou,"Taux de mortalité, brut (pour 1 000 personnes)",5.438
Philippines,Chômage (% de la population active) (estimation nationale),2.55
Philippines,Croissance de la population (% annuel),1.445277607
Philippines,Densité de la population (personnes par kilomètre carré de superficie des terres),352.7280444
Philippines,"Population active, total",43008404
Philippines,"Population, total",105172921
Philippines,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",58.15
Philippines,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),59.14
Philippines,"Taux de mortalité, brut (pour 1 000 personnes)",5.839
Pologne,Chômage (% de la population active) (estimation nationale),4.89
Pologne,Croissance de la population (% annuel),0.012480099
Pologne,Densité de la population (personnes par kilomètre carré de superficie des terres),124.0237304
Pologne,"Population active, total",18444328
Pologne,"Population, total",37974826
Pologne,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",54.27
Pologne,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),56.44
Pologne,"Taux de mortalité, brut (pour 1 000 personnes)",10.6
Polynésie française,Chômage (% de la population active) (estimation nationale),
Polynésie française,Croissance de la population (% annuel),0.556400387
Polynésie française,Densité de la population (personnes par kilomètre carré de superficie des terres),75.43934426
Polynésie française,"Population active, total",117081
Polynésie française,"Population, total",276108
Polynésie française,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",48.17
Polynésie française,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Polynésie française,"Taux de mortalité, brut (pour 1 000 personnes)",5.566
Porto Rico,Chômage (% de la population active) (estimation nationale),10.8
Porto Rico,Croissance de la population (% annuel),-2.418017622
Porto Rico,Densité de la population (personnes par kilomètre carré de superficie des terres),374.8913191
Porto Rico,"Population active, total",1111207
Porto Rico,"Population, total",3325286
Porto Rico,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",36.1
Porto Rico,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Porto Rico,"Taux de mortalité, brut (pour 1 000 personnes)",9.222
Portugal,Chômage (% de la population active) (estimation nationale),8.87
Portugal,Croissance de la population (% annuel),-0.24388941
Portugal,Densité de la population (personnes par kilomètre carré de superficie des terres),112.4418158
Portugal,"Population active, total",5248383
Portugal,"Population, total",10300300
